Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,Pb_category,x_pos,predicted_pbcutoff,score,predicted_class,predicted_weights,depth_mid,Pb_avg3,Mo_avg3,Au_avg3,As_avg3,Fe_avg3,Cu_avg3,S_avg3,Zn_avg3,predicted_xgboost
A07340,SOLVE037,471,481.0,18.13037279967789,0.013,661.0,50620.0,26.8,12.0,1180.0,39.8,A,500–1000,17,A,311.93028571428573,A,A,476.0,682.3333333333334,21.599999999999998,0.019,18.086945135703676,59426.666666666664,16.400000000000002,1559.6666666666667,58.26666666666665,A
A06368,SOLVE037,481,491.0,18.13037279967789,0.027,777.0,66080.0,13.0,20.8,2528.0,99.4,A,500–1000,17,A,361.3878095238095,A,A,486.0,797.3333333333334,23.8,0.020666666666666663,18.086945135703676,61620.0,20.8,1584.6666666666667,54.93333333333333,A
A06676,SOLVE037,491,501.0,18.13037279967789,0.022,954.0,68160.0,31.6,29.6,1046.0,25.6,A,500–1000,17,A,448.17701587301576,A,A,496.0,1035.0,53.06666666666666,0.030333333333333334,18.086945135703676,68066.66666666667,23.46666666666667,1708.0,105.0,A
A05639,SOLVE037,501,511.0,18.13037279967789,0.042,1374.0,69960.0,114.6,20.0,1550.0,190.0,A,1000–2000,17,A,665.2297142857142,A,A,506.0,1340.6666666666667,72.06666666666666,0.03666666666666667,18.086945135703676,70026.66666666667,21.733333333333334,1902.0,86.06666666666666,A
A05483,SOLVE037,511,521.0,18.13037279967789,0.046,1694.0,71960.0,70.0,15.6,3110.0,42.6,A,1000–2000,17,A,799.7894603174603,A,A,516.0,1154.0,67.73333333333333,0.034999999999999996,18.086945135703676,64913.333333333336,13.6,1676.0,85.8,A
A07010,SOLVE037,521,531.0,18.13037279967789,0.017,394.0,52820.0,18.6,5.2,368.0,24.8,A,250–500,17,A,186.6836825396825,A,A,526.0,1277.3333333333333,38.26666666666667,0.039,18.086945135703676,62593.333333333336,9.200000000000001,1891.6666666666667,30.133333333333326,A
A05207,SOLVE037,531,541.0,18.13037279967789,0.054,1744.0,63000.0,26.2,6.8,2197.0,23.0,A,1000–2000,17,A,810.2930793650794,A,A,536.0,2368.6666666666665,27.66666666666667,0.057666666666666665,18.086945135703676,58106.666666666664,7.2,2995.0,24.59999999999999,A
A04058,SOLVE037,541,551.0,18.13037279967789,0.102,4968.0,58500.0,38.2,9.6,6420.0,26.0,A,>4000,17,A,2297.797333333333,A,A,546.0,2808.0,25.133333333333336,0.06866666666666667,18.086945135703676,60093.333333333336,7.133333333333333,3492.3333333333335,23.266666666666662,A
A05345,SOLVE037,551,561.0,18.13037279967789,0.05,1712.0,58780.0,11.0,5.0,1860.0,20.8,A,1000–2000,17,A,791.2190476190475,A,A,556.0,2358.0,27.466666666666672,0.058,18.086945135703676,54986.666666666664,6.733333333333333,2878.3333333333335,22.133333333333326,A
A06672,SOLVE037,561,571.0,18.13037279967789,0.022,394.0,47680.0,33.2,5.6,355.0,19.6,A,250–500,17,A,190.85638095238093,A,A,566.0,764.3333333333334,15.933333333333339,0.029666666666666664,18.086945135703676,50406.666666666664,5.333333333333333,768.6666666666666,19.999999999999993,A
A07007,SOLVE037,571,581.0,18.13037279967789,0.017,187.0,44760.0,3.6,5.4,91.0,19.6,A,100–250,17,A,87.11225396825397,A,A,576.0,771.0,26.733333333333338,0.027,18.086945135703676,46333.333333333336,16.333333333333332,6545.333333333333,48.06666666666666,A
A05636,SOLVE037,581,591.0,18.13037279967789,0.042,1732.0,46560.0,43.4,38.0,19190.0,105.0,A,1000–2000,17,A,809.6805079365079,A,A,586.0,1993.0,31.8,0.041666666666666664,18.086945135703676,43980.0,19.266666666666666,9950.333333333334,55.73333333333333,A
A04837,SOLVE037,591,601.0,18.13037279967789,0.066,4060.0,40620.0,48.4,14.4,10570.0,42.6,A,>4000,17,A,1882.734222222222,A,A,596.0,2026.6666666666667,37.26666666666667,0.043333333333333335,18.086945135703676,43606.666666666664,20.8,10764.0,55.46666666666665,A
A06663,SOLVE037,601,611.0,18.13037279967789,0.022,288.0,43640.0,20.0,10.0,2532.0,18.8,A,250–500,17,A,138.29130158730158,A,A,606.0,1715.0,36.26666666666667,0.04533333333333333,18.086945135703676,50020.0,10.466666666666667,4860.666666666667,25.933333333333323,A
A05406,SOLVE037,611,621.0,18.13037279967789,0.048,797.0,65800.0,40.4,7.0,1480.0,16.4,A,500–1000,17,A,378.4280634920635,A,A,616.0,554.6666666666666,25.066666666666674,0.03233333333333333,18.086945135703676,60700.0,7.866666666666667,1500.6666666666667,17.53333333333332,A
A06362,SOLVE037,621,631.0,18.13037279967789,0.027,579.0,72660.0,14.8,6.6,490.0,17.4,A,500–1000,17,A,270.75923809523806,A,A,626.0,1001.6666666666666,36.26666666666667,0.03966666666666666,18.086945135703676,70580.0,8.133333333333333,1584.6666666666667,16.933333333333323,A
A05542,SOLVE037,631,641.0,18.13037279967789,0.044,1629.0,73280.0,53.6,10.8,2784.0,17.0,A,1000–2000,17,A,765.1826031746032,A,A,636.0,1525.3333333333333,53.53333333333334,0.07033333333333333,18.086945135703676,74926.66666666667,9.933333333333334,2298.0,18.53333333333332,A
A03512,SOLVE037,641,651.0,18.13037279967789,0.14,2368.0,78840.0,92.2,12.4,3620.0,21.2,A,2000–4000,17,A,1116.4101587301584,A,A,646.0,1625.0,75.46666666666668,0.102,18.086945135703676,72266.66666666667,10.800000000000002,2546.6666666666665,19.133333333333326,A
A03729,SOLVE037,651,661.0,18.13037279967789,0.122,878.0,64680.0,80.6,9.2,1236.0,19.2,A,500–1000,17,A,427.2182857142857,A,A,656.0,2295.3333333333335,158.20000000000002,0.17933333333333334,18.086945135703676,71840.0,13.799999999999999,4082.0,24.733333333333324,A
A02286,SOLVE037,661,671.0,18.13037279967789,0.276,3640.0,72000.0,301.8,19.8,7390.0,33.8,A,2000–4000,17,A,1761.854222222222,A,A,666.0,2056.0,157.8,0.17500000000000002,18.086945135703676,70333.33333333333,13.799999999999999,3957.3333333333335,27.866666666666656,A
A03661,SOLVE037,671,681.0,18.13037279967789,0.127,1650.0,74320.0,91.0,12.4,3246.0,30.6,A,1000–2000,17,A,785.5560634920635,A,A,676.0,2332.6666666666665,165.4666666666667,0.18633333333333335,18.086945135703676,73146.66666666667,120.66666666666667,6672.0,177.6,A
A03311,SOLVE037,681,691.0,18.13037279967789,0.156,1708.0,73120.0,103.6,329.8,9380.0,468.4,A,1000–2000,17,A,815.8618412698412,A,A,686.0,2672.0,132.6,0.127,18.086945135703676,71193.33333333333,118.19999999999999,6092.0,175.9333333333333,A
A04132,SOLVE037,691,701.0,18.13037279967789,0.098,4658.0,66140.0,203.2,12.4,5650.0,28.8,A,>4000,17,A,2202.2407619047617,A,A,696.0,2396.0,122.66666666666667,0.09733333333333333,18.086945135703676,72906.66666666667,116.86666666666667,5133.0,173.73333333333332,A
A05783,SOLVE037,701,711.0,18.13037279967789,0.038,822.0,79460.0,61.2,8.4,369.0,24.0,A,500–1000,17,A,395.8763174603174,A,A,706.0,2384.6666666666665,111.39999999999998,0.08600000000000001,18.086945135703676,70653.33333333333,10.533333333333333,2709.6666666666665,24.933333333333334,A
A03723,SOLVE037,711,721.0,18.13037279967789,0.122,1674.0,66360.0,69.8,10.8,2110.0,22.0,A,1000–2000,17,A,790.5452698412698,A,A,716.0,884.3333333333334,44.666666666666664,0.06666666666666667,18.086945135703676,60986.666666666664,8.133333333333335,975.0,20.2,A
A05710,SOLVE037,1471,1481.0,18.13037279967789,0.04,157.0,37140.0,3.0,5.2,446.0,14.6,A,100–250,17,B,73.13714285714285,A,A,1476.0,672.0,25.066666666666666,0.06666666666666667,18.086945135703676,46286.666666666664,6.066666666666667,1258.0,17.0,A
A05801,SOLVE037,1481,1491.0,18.13037279967789,0.038,185.0,35360.0,2.4,2.2,1218.0,14.4,A,100–250,17,A,85.85409523809524,A,A,1486.0,220.66666666666666,2.9333333333333336,0.04733333333333334,18.086945135703676,35066.666666666664,3.9333333333333336,1814.6666666666667,13.866666666666667,A
A04890,SOLVE037,1491,1501.0,18.13037279967789,0.064,320.0,32700.0,3.4,4.4,3780.0,12.6,A,250–500,17,A,148.28926984126983,A,A,1496.0,536.3333333333334,3.733333333333333,0.09133333333333334,18.086945135703676,35500.0,3.1333333333333333,2949.3333333333335,13.666666666666666,A
A03136,SOLVE037,1501,1511.0,18.13037279967789,0.172,1104.0,38440.0,5.4,2.8,3850.0,14.0,A,1000–2000,17,A,509.7770158730158,A,A,1506.0,1183.3333333333333,6.2,0.13,18.086945135703676,40820.0,3.533333333333333,4183.333333333333,18.466666666666665,A
A03335,SOLVE037,1511,1521.0,18.13037279967789,0.154,2126.0,51320.0,9.8,3.4,4920.0,28.8,A,2000–4000,17,A,981.4740317460316,A,A,1516.0,1393.3333333333333,11.533333333333333,0.146,18.086945135703676,41573.333333333336,3.0,4730.0,21.066666666666666,A
A03876,SOLVE037,1521,1531.0,18.13037279967789,0.112,950.0,34960.0,19.4,2.8,5420.0,20.4,A,500–1000,17,A,442.8728888888889,A,A,1526.0,1696.736842,18.189473683333333,0.13059649133333334,18.086945135703676,44491.57894666667,3.435087719333333,6806.315790000001,24.90877193,A
A03680,SOLVE037,1531,1540.5,18.13037279967789,0.125789474,2014.210526,47194.73684,25.36842105,4.105263158,10078.94737,25.52631579,A,2000–4000,17,A,934.4563407060951,A,A,1535.75,1482.105263,22.384210525,0.11889473700000001,18.086945135703676,41077.36842,3.4526315789999993,7749.473685000001,22.963157895000002,A
A07199,SOLVE039,191,201.0,18.13037279967789,0.015,217.0,31020.0,5.4,14.8,699.0,34.0,B,100–250,18,A,101.43555555555555,A,A,196.0,180.5,7.6000000000000005,0.013999999999999999,18.086945135703676,38870.0,13.4,652.5,37.7,B
A07354,SOLVE039,201,211.0,18.13037279967789,0.013,144.0,46720.0,9.8,12.0,606.0,41.4,B,100–250,18,B,69.08901587301587,A,A,206.0,169.73333333333332,6.533333333333334,0.023333333333333334,18.086945135703676,47773.333333333336,15.066666666666668,2911.6666666666665,32.13333333333333,B
A05650,SOLVE039,211,221.0,18.13037279967789,0.042,148.2,65580.0,4.4,18.4,7430.0,21.0,B,100–250,18,B,69.48685714285713,A,A,216.0,432.06666666666666,10.733333333333334,0.03366666666666667,18.086945135703676,64760.0,20.666666666666668,12058.666666666666,33.06666666666666,B
A05494,SOLVE039,221,231.0,18.13037279967789,0.046,1004.0,81980.0,18.0,31.6,28140.0,36.8,B,1000–2000,18,A,467.3132698412698,A,A,226.0,548.4,12.666666666666666,0.044000000000000004,18.086945135703676,73153.33333333333,20.933333333333334,12463.333333333334,35.800000000000004,B
A05565,SOLVE039,231,241.0,18.13037279967789,0.044,493.0,71900.0,15.6,12.8,1820.0,49.6,B,250–500,18,A,231.40482539682537,A,A,236.0,634.8666666666667,14.866666666666667,0.06066666666666667,18.086945135703676,81460.0,19.066666666666666,10074.666666666666,41.73333333333333,B
A04252,SOLVE039,241,251.0,18.13037279967789,0.092,407.6,90500.0,11.0,12.8,264.0,38.8,B,250–500,18,A,190.79161904761904,A,A,246.0,458.0,13.600000000000001,0.06866666666666667,18.086945135703676,89873.33333333333,13.066666666666668,1269.3333333333333,38.06666666666667,B
A04739,SOLVE039,251,261.0,18.13037279967789,0.07,473.4,107220.0,14.2,13.6,1724.0,25.8,B,250–500,18,A,221.9892063492063,A,A,256.0,421.0,10.533333333333333,0.07,18.086945135703676,91366.66666666667,12.533333333333333,756.0,30.799999999999997,B
A05426,SOLVE039,261,271.0,18.13037279967789,0.048,382.0,76380.0,6.4,11.2,280.0,27.8,B,250–500,18,A,177.68203174603173,A,A,266.0,442.1333333333334,9.133333333333335,0.05066666666666667,18.086945135703676,81940.0,11.466666666666667,862.6666666666666,24.866666666666664,B
A06034,SOLVE039,271,281.0,18.13037279967789,0.034,471.0,62220.0,6.8,9.6,584.0,21.0,A,250–500,18,A,218.76101587301585,A,A,276.0,484.59999999999997,7.400000000000001,0.042666666666666665,18.086945135703676,64853.333333333336,13.733333333333333,391.0,25.533333333333335,A
A05490,SOLVE039,281,291.0,18.13037279967789,0.046,600.8,55960.0,9.0,20.4,309.0,27.8,A,500–1000,18,A,279.1418412698412,A,A,286.0,460.5333333333333,9.266666666666667,0.042666666666666665,18.086945135703676,62833.333333333336,15.733333333333334,495.6666666666667,23.0,A
A05422,SOLVE039,291,301.0,18.13037279967789,0.048,309.8,70320.0,12.0,17.2,594.0,20.2,A,250–500,18,A,146.0471111111111,A,A,296.0,482.8666666666666,9.933333333333335,0.039,18.086945135703676,59580.0,17.599999999999998,693.3333333333334,20.266666666666666,A
A06620,SOLVE039,301,311.0,18.13037279967789,0.023,538.0,52460.0,8.8,15.2,1177.0,12.8,A,500–1000,18,A,250.1709206349206,A,A,306.0,385.26666666666665,10.533333333333335,0.03266666666666667,18.086945135703676,60466.666666666664,14.799999999999999,2005.0,21.066666666666666,A
A06377,SOLVE039,311,321.0,18.13037279967789,0.027,308.0,58620.0,10.8,12.0,4244.0,30.2,A,250–500,18,A,144.8703492063492,A,A,316.0,416.0,8.133333333333335,0.052333333333333336,18.086945135703676,59900.0,13.333333333333334,2640.0,30.53333333333333,A
A03950,SOLVE039,321,331.0,18.13037279967789,0.107,402.0,68620.0,4.8,12.8,2499.0,48.6,A,250–500,18,A,186.44622222222225,A,A,326.0,357.93333333333334,7.066666666666667,0.06,18.086945135703676,63253.333333333336,35.333333333333336,5617.666666666667,64.60000000000001,A
A05487,SOLVE039,331,341.0,18.13037279967789,0.046,363.8,62520.0,5.6,81.2,10110.0,115.0,A,250–500,18,A,169.0751746031746,A,A,336.0,423.93333333333334,7.533333333333334,0.08233333333333333,18.086945135703676,61366.666666666664,68.0,8299.666666666666,119.53333333333335,A
A04214,SOLVE039,341,351.0,18.13037279967789,0.094,506.0,52960.0,12.2,110.0,12290.0,195.0,A,500–1000,18,A,236.4302222222222,A,A,346.0,418.73333333333335,8.6,0.05433333333333334,18.086945135703676,60313.333333333336,67.6,8313.333333333334,117.0,A
A06618,SOLVE039,351,361.0,18.13037279967789,0.023,386.4,65460.0,8.0,11.6,2540.0,41.0,A,250–500,18,A,180.1582222222222,A,A,356.0,462.1333333333334,8.8,0.04766666666666666,18.086945135703676,58773.333333333336,43.666666666666664,5790.666666666667,89.33333333333333,A
A06438,SOLVE039,361,371.0,18.13037279967789,0.026,494.0,57900.0,6.2,9.4,2542.0,32.0,A,250–500,18,A,229.17485714285718,A,A,366.0,516.4666666666667,7.533333333333335,0.02766666666666667,18.086945135703676,56006.666666666664,10.466666666666667,2648.0,33.53333333333333,A
A06024,SOLVE039,371,381.0,18.13037279967789,0.034,669.0,44660.0,8.4,10.4,2862.0,27.6,A,500–1000,18,A,310.36101587301584,A,A,376.0,539.6666666666666,7.800000000000002,0.03133333333333333,18.086945135703676,56260.0,9.799999999999999,2073.3333333333335,26.666666666666668,A
A06023,SOLVE039,381,391.0,18.13037279967789,0.034,456.0,66220.0,8.8,9.6,816.0,20.4,A,250–500,18,A,212.4276825396825,A,A,386.0,461.0,7.266666666666668,0.026000000000000006,18.086945135703676,59520.0,10.933333333333332,1309.6666666666667,23.133333333333336,A
A07609,SOLVE039,391,401.0,18.13037279967789,0.01,258.0,67680.0,4.6,12.8,251.0,21.4,A,250–500,18,A,120.07873015873015,A,A,396.0,480.0,8.333333333333334,0.028666666666666674,18.086945135703676,65873.33333333333,11.466666666666669,839.0,26.46666666666667,A
A05641,SOLVE039,401,411.0,18.13037279967789,0.042,726.0,63720.0,11.6,12.0,1450.0,37.6,A,500–1000,18,A,337.5154285714286,A,A,406.0,474.0,7.800000000000001,0.027333333333333338,18.086945135703676,67973.33333333333,12.0,1143.6666666666667,32.266666666666666,A
A06233,SOLVE039,411,421.0,18.13037279967789,0.03,438.0,72520.0,7.2,11.2,1730.0,37.8,A,250–500,18,A,203.68380952380951,A,A,416.0,667.3333333333334,9.733333333333336,0.036666666666666674,18.086945135703676,63280.0,11.6,2176.6666666666665,35.26666666666667,A
A05825,SOLVE039,421,431.0,18.13037279967789,0.038,838.0,53600.0,10.4,11.6,3350.0,30.4,A,500–1000,18,A,388.72711111111107,A,A,426.0,684.6666666666666,8.333333333333336,0.03933333333333334,18.086945135703676,58933.333333333336,11.200000000000001,2533.3333333333335,35.333333333333336,A
A05348,SOLVE039,431,441.0,18.13037279967789,0.05,778.0,50680.0,7.4,10.8,2520.0,37.8,A,500–1000,18,A,360.2539682539682,A,A,436.0,687.3333333333334,10.66666666666667,0.03866666666666667,18.086945135703676,52333.333333333336,10.666666666666666,2833.3333333333335,36.0,A
A06325,SOLVE039,441,451.0,18.13037279967789,0.028,446.0,52720.0,14.2,9.6,2630.0,39.8,A,250–500,18,A,209.3658412698413,A,A,446.0,755.3333333333334,21.26666666666667,0.04000000000000001,18.086945135703676,52406.666666666664,12.933333333333332,4550.0,43.86666666666667,A
A05638,SOLVE039,451,461.0,18.13037279967789,0.042,1042.0,53820.0,42.2,18.4,8500.0,54.0,A,1000–2000,18,A,491.7186031746031,A,A,456.0,932.0,31.066666666666674,0.04733333333333334,18.086945135703676,55886.666666666664,16.266666666666666,5390.0,65.93333333333334,A
A04692,SOLVE039,461,471.0,18.13037279967789,0.072,1308.0,61120.0,36.8,20.8,5040.0,104.0,A,1000–2000,18,A,612.6278095238096,A,A,466.0,1177.3333333333333,45.13333333333333,0.05466666666666667,18.086945135703676,58266.666666666664,15.933333333333332,5183.333333333333,66.60000000000001,A
A05344,SOLVE039,471,481.0,18.13037279967789,0.05,1182.0,59860.0,56.4,8.6,2010.0,41.8,A,1000–2000,18,A,560.2222222222222,A,A,476.0,1136.0,37.666666666666664,0.05333333333333334,18.086945135703676,62646.666666666664,13.933333333333332,2648.6666666666665,63.199999999999996,A
A05821,SOLVE039,481,491.0,18.13037279967789,0.038,918.0,66960.0,19.8,12.4,896.0,43.8,A,500–1000,18,A,428.2382222222222,A,A,486.0,981.3333333333334,31.8,0.042666666666666665,18.086945135703676,65306.666666666664,11.799999999999999,1412.0,41.53333333333333,A
A05727,SOLVE039,491,501.0,18.13037279967789,0.04,844.0,69100.0,19.2,14.4,1330.0,39.0,A,500–1000,18,A,394.00380952380954,A,A,496.0,810.6666666666666,22.600000000000005,0.04066666666666667,18.086945135703676,67633.33333333333,13.200000000000001,1195.3333333333333,40.666666666666664,A
A05551,SOLVE039,501,511.0,18.13037279967789,0.044,670.0,66840.0,28.8,12.8,1360.0,39.2,A,500–1000,18,A,316.65244444444437,A,A,506.0,594.0,21.600000000000005,0.036666666666666674,18.086945135703676,67153.33333333333,12.133333333333333,2190.0,38.06666666666667,A
A06424,SOLVE039,511,521.0,18.13037279967789,0.026,268.0,65520.0,16.8,9.2,3880.0,36.0,A,250–500,18,A,128.17168253968254,A,A,516.0,636.0,39.93333333333334,0.036000000000000004,18.086945135703676,65706.66666666667,11.866666666666667,2983.3333333333335,37.53333333333333,A
A05817,SOLVE039,521,531.0,18.13037279967789,0.038,970.0,64760.0,74.2,13.6,3710.0,37.4,A,500–1000,18,A,467.71758730158723,A,A,526.0,580.0,34.466666666666676,0.03133333333333334,18.086945135703676,61953.333333333336,11.733333333333333,2846.6666666666665,33.46666666666667,A
A06220,SOLVE039,531,541.0,18.13037279967789,0.03,502.0,55580.0,12.4,12.4,950.0,27.0,A,500–1000,18,A,234.62984126984122,A,A,536.0,624.6666666666666,35.20000000000001,0.03200000000000001,18.086945135703676,56600.0,12.0,2088.0,32.86666666666667,A
A06315,SOLVE039,541,551.0,18.13037279967789,0.028,402.0,49460.0,19.0,10.0,1604.0,34.2,A,250–500,18,A,190.48330158730158,A,A,546.0,554.6666666666666,23.599999999999998,0.03333333333333334,18.086945135703676,53206.666666666664,12.4,1931.3333333333333,30.0,A
A05627,SOLVE039,551,561.0,18.13037279967789,0.042,760.0,54580.0,39.4,14.8,3240.0,28.8,A,500–1000,18,A,361.10907936507937,A,A,556.0,582.6666666666666,44.46666666666667,0.03100000000000001,18.086945135703676,52140.0,12.266666666666667,1871.3333333333333,32.2,A
A06608,SOLVE039,561,571.0,18.13037279967789,0.023,586.0,52380.0,75.0,12.0,770.0,33.6,A,500–1000,18,A,291.18044444444445,A,A,566.0,640.6666666666666,60.13333333333333,0.03100000000000001,18.086945135703676,55226.666666666664,15.533333333333333,1577.3333333333333,37.93333333333334,A
A06310,SOLVE039,571,581.0,18.13037279967789,0.028,576.0,58720.0,66.0,19.8,722.0,51.4,A,500–1000,18,A,284.0071111111111,A,A,576.0,589.3333333333334,68.39999999999999,0.02833333333333334,18.086945135703676,57700.0,17.53333333333333,1549.3333333333333,49.46666666666667,A
A05994,SOLVE039,581,591.0,18.13037279967789,0.034,606.0,62000.0,64.2,20.8,3156.0,63.4,A,500–1000,18,A,297.30387301587297,A,A,586.0,702.0,57.73333333333333,0.04266666666666668,18.086945135703676,60900.0,42.199999999999996,2424.0,87.66666666666667,A
A04824,SOLVE039,591,601.0,18.13037279967789,0.066,924.0,61980.0,43.0,86.0,3394.0,148.2,A,500–1000,18,A,437.6358095238095,A,A,596.0,707.8000000000001,52.800000000000004,0.053666666666666675,18.086945135703676,60246.666666666664,39.46666666666666,2441.6666666666665,79.86666666666666,A
A04981,SOLVE039,601,611.0,18.13037279967789,0.061,593.4,56760.0,51.2,11.6,775.0,28.0,A,500–1000,18,A,287.79644444444443,A,A,606.0,884.4666666666667,51.0,0.05833333333333335,18.086945135703676,58486.666666666664,36.0,1926.3333333333333,70.86666666666666,A
A05398,SOLVE039,611,621.0,18.13037279967789,0.048,1136.0,56720.0,58.8,10.4,1610.0,36.4,A,1000–2000,18,A,539.7328253968254,A,A,616.0,797.1333333333333,44.4,0.05233333333333334,18.086945135703676,57400.0,11.333333333333334,1940.3333333333333,38.333333333333336,A
A05396,SOLVE039,621,631.0,18.13037279967789,0.048,662.0,58720.0,23.2,12.0,3436.0,50.6,A,500–1000,18,A,311.3709206349206,A,A,626.0,878.6666666666666,56.73333333333333,0.04933333333333334,18.086945135703676,54473.333333333336,9.4,2464.6666666666665,41.333333333333336,A
A05253,SOLVE039,631,641.0,18.13037279967789,0.052,838.0,47980.0,88.2,5.8,2348.0,37.0,A,500–1000,18,A,410.95923809523805,A,A,636.0,986.0,51.06666666666666,0.04733333333333334,18.086945135703676,54006.666666666664,8.200000000000001,2401.3333333333335,39.0,A
A05611,SOLVE039,641,651.0,18.13037279967789,0.042,1458.0,55320.0,41.8,6.8,1420.0,29.4,A,1000–2000,18,A,683.0963809523809,A,A,646.0,1317.3333333333333,77.66666666666667,0.05066666666666667,18.086945135703676,53006.666666666664,7.8,2116.0,33.06666666666666,A
A05068,SOLVE039,651,661.0,18.13037279967789,0.058,1656.0,55720.0,103.0,10.8,2580.0,32.8,A,1000–2000,18,A,791.7290158730158,A,A,656.0,1510.6666666666667,72.06666666666666,0.05133333333333334,18.086945135703676,60033.333333333336,8.933333333333332,1704.0,32.73333333333333,A
A05181,SOLVE039,661,671.0,18.13037279967789,0.054,1418.0,69060.0,71.4,9.2,1112.0,36.0,A,1000–2000,18,A,673.1438730158729,A,A,666.0,1502.6666666666667,87.86666666666667,0.053333333333333344,18.086945135703676,61660.0,9.733333333333334,3297.3333333333335,35.26666666666666,A
A05385,SOLVE039,671,681.0,18.13037279967789,0.048,1434.0,60200.0,89.2,9.2,6200.0,37.0,A,1000–2000,18,A,685.5931428571428,A,A,676.0,1309.3333333333333,58.53333333333333,0.05066666666666667,18.086945135703676,59926.666666666664,11.066666666666665,11294.0,30.400000000000002,A
A05317,SOLVE039,1111,1121.0,18.13037279967789,0.05,1076.0,50520.0,15.0,14.8,26570.0,18.2,A,1000–2000,18,A,499.5999999999999,A,A,1116.0,1237.3333333333333,46.13333333333333,0.05800000000000002,18.086945135703676,50173.333333333336,11.733333333333334,17423.333333333332,24.599999999999998,A
A04583,SOLVE039,1121,1131.0,18.13037279967789,0.076,1202.0,39800.0,34.2,11.2,19500.0,18.6,A,1000–2000,18,A,563.0923174603174,A,A,1126.0,1151.3333333333333,27.0,0.06866666666666668,18.086945135703676,50946.666666666664,12.0,22743.333333333332,17.0,A
A04493,SOLVE039,1131,1141.0,18.13037279967789,0.08,1176.0,62520.0,31.8,10.0,22160.0,14.2,A,1000–2000,18,A,550.4393650793651,A,A,1136.0,1114.3333333333333,27.200000000000003,0.07066666666666667,18.086945135703676,53600.0,10.799999999999999,20556.666666666668,18.266666666666666,A
A05127,SOLVE039,1141,1151.0,18.13037279967789,0.056,965.0,58480.0,15.6,11.2,20010.0,22.0,A,500–1000,18,A,448.6777142857142,A,A,1146.0,899.3333333333334,21.599999999999998,0.05433333333333334,18.086945135703676,60120.0,9.066666666666665,22120.0,18.2,A
A06358,SOLVE039,1151,1161.0,18.13037279967789,0.027,557.0,59360.0,17.4,6.0,24190.0,18.4,A,500–1000,18,A,261.37511111111115,A,A,1156.0,609.3333333333334,12.933333333333332,0.03366666666666668,18.086945135703676,57920.0,8.533333333333333,25433.333333333332,21.53333333333333,A
A06916,SOLVE039,1161,1171.0,18.13037279967789,0.018,306.0,55920.0,5.8,8.4,32100.0,24.2,A,250–500,18,A,142.51885714285714,A,A,1166.0,352.8,9.266666666666666,0.022333333333333344,18.086945135703676,57693.333333333336,6.733333333333333,26190.0,18.333333333333332,A
A06652,SOLVE039,1171,1181.0,18.13037279967789,0.022,195.4,57800.0,4.6,5.8,22280.0,12.4,A,100–250,18,A,91.26590476190476,A,A,1176.0,250.70000000000005,5.199999999999999,0.020000000000000018,18.086945135703676,56860.0,7.1,27190.0,18.3,A
A08103,SOLVE040,391,401.0,18.13037279967789,0.006666667,48.33333333,20700.0,2.0,4.0,7900.0,38.66666667,B,<100,19,B,22.821798940349204,B,B,396.0,43.266666665,5.4,0.0068333335,18.086945135703676,25900.0,3.6,11280.0,44.433333335,B
A08028,SOLVE040,401,411.0,18.13037279967789,0.007,38.2,31100.0,8.8,3.2,14660.0,50.2,B,<100,19,B,20.100190476190473,B,B,406.0,78.91111111,10.6,0.0075555556666666674,18.086945135703676,30440.0,3.6,12583.333333333334,59.08888889,B
A07769,SOLVE040,411,421.0,18.13037279967789,0.009,150.2,39520.0,21.0,3.6,15190.0,88.4,B,100–250,19,B,75.14196825396824,A,A,416.0,92.86666666666666,16.266666666666666,0.011333333333333332,18.086945135703676,40613.333333333336,3.0666666666666664,19156.666666666668,61.33333333333334,B
A06970,SOLVE040,421,431.0,18.13037279967789,0.018,90.2,51220.0,19.0,2.4,27620.0,45.4,B,<100,19,B,46.95377777777777,B,B,426.0,408.1333333333334,14.866666666666667,0.017666666666666664,18.086945135703676,47760.0,2.6666666666666665,15640.0,55.06666666666666,B
A06461,SOLVE040,431,441.0,18.13037279967789,0.026,984.0,52540.0,4.6,2.0,4110.0,31.4,B,500–1000,19,A,454.2732698412697,A,A,436.0,420.7333333333333,8.666666666666666,0.02,18.086945135703676,55846.666666666664,3.2000000000000006,13956.666666666666,34.86666666666667,B
A07119,SOLVE040,441,451.0,18.13037279967789,0.016,188.0,63780.0,2.4,5.2,10140.0,27.8,B,100–250,19,A,87.22946031746032,A,A,446.0,421.7333333333333,3.0666666666666664,0.022000000000000002,18.086945135703676,59566.666666666664,3.866666666666667,5301.666666666667,27.599999999999998,B
A06586,SOLVE040,451,461.0,18.13037279967789,0.024,93.2,62380.0,2.2,4.4,1655.0,23.6,B,<100,19,B,43.536253968253966,B,B,456.0,198.73333333333335,2.4,0.025333333333333333,18.086945135703676,62166.666666666664,8.533333333333333,5228.333333333333,28.46666666666667,B
A05938,SOLVE040,461,471.0,18.13037279967789,0.036,315.0,60340.0,2.6,16.0,3890.0,34.0,B,250–500,19,A,145.75199999999998,A,A,466.0,226.4,4.8,0.023666666666666666,18.086945135703676,61360.0,67.60000000000001,6544.666666666667,59.20000000000001,B
