,Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,x_pos
802,A07080,SOLVE042,1061,1071.0,,0.016,144.2,57380.0,4.2,7.4,40500.0,78.2,A,22
803,A07242,SOLVE042,1071,1081.0,,0.014,62.8,62140.0,3.8,8.8,47440.0,29.0,A,22
804,A07718,SOLVE042,1081,1091.0,,0.009,206.2,62000.0,4.2,26.2,35820.0,32.0,A,22
805,A07329,SOLVE042,1091,1101.0,,0.013,133.6,56180.0,4.4,7.4,18690.0,37.0,A,22
806,A05760,SOLVE042,1101,1111.0,,0.039,145.8,45420.0,4.0,9.6,8610.0,38.2,A,22
807,A06935,SOLVE042,1111,1121.0,,0.018,42.6,23120.0,3.4,14.0,2440.0,34.4,A,22
808,A06549,SOLVE042,1121,1131.0,,0.024,52.2,30960.0,4.4,6.2,285.0,20.8,A,22
809,A05730,SOLVE042,1131,1141.0,,0.04,151.8,49280.0,2.8,6.8,713.0,34.6,A,22
810,A06740,SOLVE042,1141,1151.0,,0.021,126.0,42640.0,3.2,7.6,453.0,33.6,A,22
811,A07094,SOLVE042,1151,1161.0,,0.016,163.4,37800.0,3.2,3.0,312.0,30.2,A,22
812,A04914,SOLVE043,161,171.0,,0.064,378.0,77340.0,2.6,1.6,8600.0,59.2,B,23
813,A05429,SOLVE043,171,181.0,,0.048,294.0,51200.0,1.8,1.0,8210.0,46.0,B,23
814,A05428,SOLVE043,181,191.0,,0.048,224.0,95720.0,3.0,10.2,17999.0,84.2,B,23
815,A05216,SOLVE043,191,201.0,,0.054,222.6,51880.0,2.6,12.4,9450.0,58.8,B,23
816,A05744,SOLVE043,201,211.0,,0.04,220.0,29280.0,2.8,9.6,7540.0,37.6,B,23
817,A05283,SOLVE043,211,221.0,,0.052,129.8,66940.0,3.6,3.0,3656.0,41.4,B,23
818,A04913,SOLVE043,221,231.0,,0.064,166.8,64160.0,3.0,9.6,4228.0,33.0,B,23
819,A03734,SOLVE043,231,241.0,,0.122,818.0,60120.0,5.6,9.2,24410.0,25.4,B,23
820,A04603,SOLVE043,241,251.0,,0.076,399.0,41220.0,3.6,6.4,2026.0,34.0,B,23
821,A04293,SOLVE043,251,261.0,,0.09,602.0,55180.0,7.8,6.4,1530.0,31.8,B,23
822,A05152,SOLVE043,261,271.0,,0.056,532.0,49640.0,13.6,4.6,948.0,30.4,B,23
823,A04292,SOLVE043,271,281.0,,0.09,296.0,46700.0,14.6,6.2,1206.0,37.0,A,23
824,A05832,SOLVE043,281,291.0,,0.038,149.6,56020.0,5.8,2.4,474.0,29.2,A,23
825,A04032,SOLVE043,291,301.0,,0.104,432.0,65860.0,5.4,9.6,2920.0,57.6,A,23
826,A05095,SOLVE043,301,311.0,,0.058,516.0,30660.0,12.4,22.6,2940.0,25.8,A,23
827,A04111,SOLVE043,311,321.0,,0.1,669.0,30460.0,73.2,18.4,22570.0,38.4,A,23
828,A05739,SOLVE043,321,331.0,,0.04,68.4,27740.0,8.4,3.0,1980.0,54.2,A,23
829,A04912,SOLVE043,331,341.0,,0.064,390.2,50480.0,9.8,4.2,658.0,27.4,A,23
830,A04911,SOLVE043,341,351.0,,0.064,468.2,38500.0,15.6,5.2,2230.0,39.6,A,23
831,A04516,SOLVE043,351,361.0,,0.08,1172.0,46540.0,18.2,2.8,15760.0,58.8,A,23
832,A05645,SOLVE043,361,371.0,,0.042,756.0,41760.0,34.2,3.2,7030.0,42.8,A,23
833,A06137,SOLVE043,371,381.0,,0.032,1534.0,48840.0,26.6,5.6,27820.0,52.6,A,23
834,A06445,SOLVE043,381,391.0,,0.026,2156.0,49200.0,27.2,4.6,17050.0,60.8,A,23
835,A04971,SOLVE043,391,401.0,,0.062,1004.0,47000.0,40.6,8.8,12020.0,65.0,A,23
836,A05514,SOLVE043,401,411.0,,0.045,877.0,55660.0,6.2,4.8,9247.0,41.2,A,23
837,A04469,SOLVE043,411,421.0,,0.081,1392.0,63000.0,7.4,15.2,21694.0,61.4,A,23
838,A04843,SOLVE043,421,431.0,,0.066,1040.0,57320.0,13.2,20.8,8860.0,35.8,A,23
839,A05560,SOLVE043,431,441.0,,0.044,698.0,58940.0,15.6,3.4,5019.0,30.4,A,23
840,A05736,SOLVE043,441,451.0,,0.04,496.0,63600.0,15.2,3.2,3015.0,54.0,A,23
841,A05418,SOLVE043,451,461.0,,0.048,658.0,59360.0,12.0,3.0,503.0,38.2,A,23
842,A03988,SOLVE043,461,471.0,,0.106,2340.0,34340.0,29.0,8.8,7718.0,48.2,A,23
843,A04842,SOLVE043,471,481.0,,0.066,1170.0,60600.0,14.2,2.0,1818.0,25.8,A,23
844,A05416,SOLVE043,481,491.0,,0.048,734.0,71240.0,14.4,1.0,454.0,23.6,A,23
845,A05914,SOLVE043,491,501.0,,0.036,420.0,64780.0,12.4,1.0,183.0,22.6,A,23
846,A05279,SOLVE043,501,511.0,,0.052,510.0,69500.0,14.0,1.0,244.0,19.2,A,23
847,A05355,SOLVE043,511,521.0,,0.05,559.6,70640.0,17.0,1.0,396.0,16.6,A,23
848,A05354,SOLVE043,521,531.0,,0.05,580.0,64300.0,15.6,1.0,228.0,19.4,A,23
849,A05557,SOLVE043,531,541.0,,0.044,586.0,66520.0,16.2,1.0,520.0,17.4,A,23
850,A05350,SOLVE043,541,551.0,,0.05,618.0,59340.0,20.0,1.0,466.0,18.8,A,23
851,A05346,SOLVE043,551,561.0,,0.05,392.0,52800.0,14.8,1.0,822.0,29.0,A,23
852,A06018,SOLVE043,561,571.0,,0.034,596.0,47780.0,11.0,1.0,218.0,27.6,A,23
853,A06320,SOLVE043,571,581.0,,0.028,558.0,51940.0,11.0,1.0,223.0,25.6,A,23
854,A06012,SOLVE043,581,591.0,,0.034,538.0,46340.0,17.0,1.0,190.0,27.6,A,23
855,A05548,SOLVE043,591,601.0,,0.044,688.0,56780.0,39.2,2.0,954.0,33.6,A,23
856,A05545,SOLVE043,601,611.0,,0.044,446.0,51780.0,55.6,1.0,2022.0,42.8,A,23
857,A06004,SOLVE043,611,621.0,,0.034,420.0,46740.0,7.6,1.6,170.0,29.8,A,23
858,A05475,SOLVE043,621,631.0,,0.046,878.0,51060.0,36.0,1.0,344.0,33.0,A,23
859,A04281,SOLVE043,631,641.0,,0.09,1066.0,,122.2,1.6,786.0,36.0,A,23
860,A04725,SOLVE043,641,651.0,,0.07,1422.0,41800.0,30.2,1.0,1122.0,36.0,A,23
861,A04056,SOLVE043,651,661.0,,0.102,872.0,38560.0,79.6,1.0,2066.0,30.0,A,23
862,A04593,SOLVE043,661,671.0,,0.076,440.0,23120.0,226.8,1.0,784.0,36.4,A,23
863,A06531,SOLVE043,671,681.0,,0.024,175.2,23520.0,61.2,1.0,881.0,35.4,A,23
864,A03581,SOLVE043,681,691.0,,0.134,693.0,25360.0,269.0,23.4,6870.0,192.4,A,23
865,A05124,SOLVE043,691,701.0,,0.056,720.0,32920.0,53.0,1.0,1620.0,39.2,A,23
866,A06393,SOLVE043,701,711.0,,0.026,525.6,41180.0,107.0,1.0,1680.0,45.4,A,23
867,A05372,SOLVE043,711,721.0,,0.049,1286.0,47920.0,71.8,1.0,1359.0,41.0,A,23
868,A05408,SOLVE043,1551,1561.0,,0.048,324.0,34520.0,7.0,11.2,7020.0,58.0,A,23
869,A05340,SOLVE043,1561,1571.0,,0.05,113.6,39700.0,3.8,5.8,18020.0,39.2,A,23
870,A05726,SOLVE043,1571,1581.0,,0.04,100.0,38480.0,11.2,6.8,19780.0,47.6,A,23
871,A06938,SOLVE043,1581,1591.0,,0.018,42.0,36900.0,5.6,3.8,15280.0,48.0,A,23
872,A04601,SOLVE043,1591,1601.0,,0.076,232.8,41300.0,9.8,4.6,25960.0,35.2,A,23
873,A05482,SOLVE043,1601,1611.0,,0.046,95.4,37040.0,5.8,6.0,22060.0,38.2,A,23
874,A05905,SOLVE043,1611,1621.0,,0.036,92.2,39780.0,6.2,8.8,24260.0,46.2,A,23
875,A06129,SOLVE043,1621,1631.0,,0.032,114.2,40100.0,6.0,12.4,24580.0,55.0,A,23
876,A05679,SOLVE043,1631,1636.3,,0.040849057,136.1886792,41409.43396,46.49056604,12.75471698,26005.66038,72.1509434,A,23
877,A06511,SOLVE044,121,131.0,,0.025,91.5,61625.0,11.0,14.0,30275.0,55.25,B,24
878,A05941,SOLVE044,131,141.0,,0.036,66.6,82780.0,3.6,3.8,9590.0,54.8,B,24
879,A04848,SOLVE044,141,151.0,,0.066,42.0,33840.0,2.0,11.6,23140.0,47.4,B,24
880,A05363,SOLVE044,151,161.0,,0.05,19.4,23680.0,3.4,8.6,6070.0,66.4,B,24
881,A05939,SOLVE044,161,171.0,,0.036,142.8,35100.0,5.6,5.0,2460.0,52.8,B,24
882,A05861,SOLVE044,171,181.0,,0.037,117.2,38440.0,4.4,4.8,12990.0,71.4,B,24
883,A08245,SOLVE044,181,191.0,,0.006,193.4,46800.0,4.8,17.6,27840.0,78.0,B,24
884,A06347,SOLVE044,191,201.0,,0.028,275.2,62180.0,4.0,7.2,1610.0,70.2,B,24
885,A06465,SOLVE044,201,211.0,,0.026,145.2,55060.0,4.8,4.4,5674.0,69.4,B,24
886,A07122,SOLVE044,211,221.0,,0.016,84.2,58480.0,3.6,7.2,17434.0,40.0,B,24
887,A07772,SOLVE044,221,231.0,,0.009,125.6,54440.0,4.0,3.6,648.0,61.8,B,24
888,A04741,SOLVE044,231,241.0,,0.07,5.1,47680.0,2.8,1.0,412.0,77.6,B,24
889,A05569,SOLVE044,241,251.0,,0.044,272.8,42980.0,8.8,2.8,662.0,67.6,B,24
890,A06626,SOLVE044,251,261.0,,0.023,110.0,64480.0,4.2,1.6,480.0,43.6,B,24
891,A06343,SOLVE044,261,271.0,,0.028,121.0,62240.0,7.4,1.0,518.0,39.6,B,24
892,A06833,SOLVE044,271,281.0,,0.02,272.0,58940.0,4.6,1.6,612.0,44.8,B,24
893,A06831,SOLVE044,281,291.0,,0.02,128.6,32560.0,12.2,4.4,862.0,76.6,B,24
894,A06585,SOLVE044,291,301.0,,0.024,425.2,46800.0,21.8,3.6,710.0,63.2,B,24
895,A05936,SOLVE044,301,311.0,,0.036,109.6,49400.0,6.6,1.0,534.0,76.0,B,24
896,A06041,SOLVE044,311,321.0,,0.034,231.4,54100.0,10.6,7.4,4516.0,66.4,B,24
897,A06459,SOLVE044,321,331.0,,0.026,410.0,57440.0,20.0,5.2,260.0,36.6,B,24
898,A06151,SOLVE044,331,341.0,,0.032,331.0,65360.0,11.8,1.6,76.0,36.2,B,24
899,A06967,SOLVE044,341,351.0,,0.018,173.0,56020.0,3.6,1.0,50.0,32.6,B,24
900,A06581,SOLVE044,351,361.0,,0.024,482.6,48400.0,7.8,5.2,530.0,34.2,B,24
901,A06455,SOLVE044,361,371.0,,0.026,1002.0,49020.0,20.8,9.8,1165.0,42.2,B,24
902,A06823,SOLVE044,371,381.0,,0.02,722.0,76700.0,9.8,4.0,469.0,45.0,B,24
903,A07355,SOLVE044,381,391.0,,0.013,645.8,74840.0,7.0,8.0,1760.0,52.2,B,24
904,A06339,SOLVE044,391,401.0,,0.028,1248.0,60940.0,30.2,9.8,5240.0,42.4,B,24
905,A05933,SOLVE044,401,411.0,,0.036,908.0,50120.0,16.0,7.2,1860.0,43.4,B,24
906,A07032,SOLVE044,411,421.0,,0.017,563.0,58720.0,14.4,3.8,1832.0,51.2,B,24
907,A06148,SOLVE044,421,431.0,,0.032,5010.0,21340.0,77.4,20.4,14140.0,31.8,B,24
908,A05293,SOLVE044,431,441.0,,0.051,426.4,43680.0,20.2,2.8,6340.0,49.6,B,24
909,A03989,SOLVE044,441,451.0,,0.106,93.2,31300.0,37.8,1.6,8060.0,61.6,B,24
910,A07351,SOLVE044,451,461.0,,0.013,54.0,28680.0,52.2,2.0,13370.0,42.8,B,24
911,A06694,SOLVE044,461,471.0,,0.022,192.0,35900.0,42.8,1.6,8320.0,52.8,B,24
912,A07999,SOLVE044,471,481.0,,0.007,155.8,34120.0,6.2,1.0,4930.0,52.0,B,24
913,A07751,SOLVE044,481,491.0,,0.009,77.4,37300.0,4.0,1.0,3200.0,39.0,B,24
914,A06278,SOLVE044,491,501.0,,0.029,72.4,40300.0,5.4,1.6,9170.0,67.6,A,24
915,A06622,SOLVE044,501,511.0,,0.023,82.6,32900.0,5.6,21.0,9600.0,104.6,A,24
916,A07192,SOLVE044,511,521.0,,0.015,83.6,27340.0,3.0,1.0,4380.0,60.8,A,24
917,A05921,SOLVE044,521,531.0,,0.036,307.0,51260.0,7.0,1.0,3066.0,51.2,A,24
918,A06689,SOLVE044,531,541.0,,0.022,183.4,43760.0,6.8,3.6,804.0,46.0,A,24
919,A08491,SOLVE044,541,551.0,,0.0025,218.6,52780.0,4.8,1.6,131.0,46.0,A,24
920,A06441,SOLVE044,551,561.0,,0.026,169.0,51840.0,12.4,5.8,8646.0,74.6,A,24
921,A07183,SOLVE044,561,571.0,,0.015,196.6,44440.0,6.8,1.0,1590.0,62.0,A,24
922,A07264,SOLVE044,571,581.0,,0.014,238.0,41240.0,11.2,5.0,6500.0,71.2,A,24
923,A06949,SOLVE044,581,591.0,,0.018,161.6,49920.0,15.2,1.0,84.0,50.2,A,24
924,A06811,SOLVE044,591,601.0,,0.02,237.0,59700.0,7.4,1.0,85.0,27.8,A,24
925,A07178,SOLVE044,601,611.0,,0.015,243.8,53160.0,5.2,1.0,230.0,28.2,A,24
926,A07978,SOLVE044,611,621.0,,0.007,71.2,40720.0,5.0,1.0,542.0,29.0,A,24
927,A06433,SOLVE044,621,631.0,,0.026,516.0,50180.0,14.2,1.0,3220.0,35.6,A,24
928,A07093,SOLVE044,631,641.0,,0.016,259.0,51080.0,18.0,1.0,1635.0,45.0,A,24
929,A07427,SOLVE044,641,651.0,,0.012,101.8,42840.0,12.8,2.0,540.0,46.4,A,24
930,A06668,SOLVE044,651,661.0,,0.022,502.0,38960.0,26.4,2.8,1160.0,43.6,A,24
931,A06546,SOLVE044,661,671.0,,0.024,271.8,47180.0,14.8,3.2,1830.0,23.6,A,24
932,A07089,SOLVE044,671,681.0,,0.016,96.2,43600.0,4.2,2.6,2790.0,29.8,A,24
933,A06928,SOLVE044,681,691.0,,0.018,116.0,32440.0,19.4,4.4,5300.0,53.8,A,24
934,A06797,SOLVE044,691,701.0,,0.02,185.2,42540.0,14.0,4.0,2360.0,41.4,A,24
935,A06313,SOLVE044,701,711.0,,0.028,351.0,51060.0,24.4,2.0,650.0,28.0,A,24
936,A05894,SOLVE044,711,721.0,,0.036,598.5,56100.001,58.4,2.0,1324.0,34.4,A,24
937,A06410,SOLVE044,721,731.0,,0.026,524.0,41780.0,56.8,2.2,964.0,44.8,A,24
938,A06207,SOLVE044,731,741.0,,0.03,198.8,54200.0,16.0,1.6,470.0,36.4,A,24
939,A05705,SOLVE044,741,751.0,,0.04,414.4,64760.0,20.6,3.8,966.0,43.6,A,24
940,A05467,SOLVE044,751,761.0,,0.046,901.0,64680.0,27.6,448.6,7030.0,760.4,A,24
941,A03977,SOLVE044,761,771.0,,0.106,1294.0,71220.0,31.8,343.2,8370.0,557.2,A,24
942,A03936,SOLVE044,771,781.0,,0.108,1546.0,75040.0,27.8,5.4,2210.0,45.0,A,24
943,A02158,SOLVE044,781,791.0,,0.294,2754.0,44720.0,198.0,6.4,3280.0,52.6,A,24
944,A02475,SOLVE044,791,801.0,,0.25,3424.0,73380.0,209.0,,5260.0,88.2,A,24
945,A04775,SOLVE044,1551,1561.0,,0.068,914.0,46000.0,11.4,6.0,9880.0,53.8,A,24
946,A05807,SOLVE044,1561,1571.0,,0.038,512.0,46520.0,9.4,10.0,16580.0,64.0,A,24
947,A06111,SOLVE044,1571,1581.0,,0.032,382.0,46860.0,10.2,14.0,22100.0,80.0,A,24
948,A04171,SOLVE044,1581,1591.0,,0.096,660.0,46400.0,7.4,12.8,17940.0,74.0,A,24
949,A04895,SOLVE044,1591,1601.0,,0.064,564.0,52380.0,5.6,18.4,24360.0,74.4,A,24
950,A05950,SOLVE044,1601,1611.0,,0.035,317.0,44800.0,3.2,16.8,18840.0,85.8,A,24
951,A06611,SOLVE044,1611,1621.0,,0.023,212.0,47300.0,5.8,19.2,14460.0,80.8,A,24
952,A05142,SOLVE044,1621,1631.0,,0.056,409.0,52440.0,6.6,20.0,28880.0,63.8,A,24
953,A05221,SOLVE044,1631,1636.3,,0.053962264,302.3584906,49400.0,2.622641509,19.50943396,18903.77358,64.90566038,A,24
954,A04378,SOLVE045,151,161.0,,0.086,1268.0,62940.0,1.0,6.8,21520.0,60.2,B,25
955,A06246,SOLVE045,161,171.0,,0.03,470.6,59760.0,1.6,13.8,4130.0,71.2,B,25
956,A05038,SOLVE045,171,181.0,,0.06,1048.0,39820.0,2.4,19.6,15020.0,65.4,B,25
957,A05154,SOLVE045,181,191.0,,0.056,161.4,52000.0,2.2,20.0,20240.0,30.8,B,25
958,A04976,SOLVE045,191,201.0,,0.062,163.8,44760.0,3.0,10.8,6430.0,23.8,B,25
959,A00920,SOLVE045,201,211.0,,0.6,167.8,63580.0,6.4,26.4,14170.0,58.6,B,25
960,A02912,SOLVE045,211,221.0,,0.196,382.0,95340.0,,34.0,20610.0,86.8,B,25
961,A05495,SOLVE045,221,231.0,,0.046,274.0,66720.0,4.6,17.0,2920.0,49.4,B,25
962,A05099,SOLVE045,231,241.0,,0.058,530.0,67020.0,3.2,14.6,3840.0,7.0,B,25
963,A05743,SOLVE045,241,251.0,,0.04,418.0,57100.0,6.0,16.4,1930.0,17.0,B,25
964,A05742,SOLVE045,251,261.0,,0.04,185.8,37160.0,5.6,22.0,4612.0,19.6,B,25
965,A06336,SOLVE045,261,271.0,,0.028,173.2,56040.0,14.8,22.8,4520.0,35.8,B,25
966,A06693,SOLVE045,271,281.0,,0.022,233.6,58880.0,2.8,30.4,868.0,51.8,B,25
967,A05835,SOLVE045,281,291.0,,0.038,688.0,64860.0,11.0,19.6,256.0,37.0,B,25
968,A06146,SOLVE045,291,301.0,,0.032,618.6,45220.0,23.8,17.6,1104.0,37.2,B,25
969,A05214,SOLVE045,301,311.0,,0.054,666.0,64080.0,28.6,6.8,3271.0,51.4,B,25
970,A05834,SOLVE045,311,321.0,,0.038,563.0,66140.0,25.6,5.0,50.0,56.8,B,25
971,A06144,SOLVE045,321,331.0,,0.032,291.0,54740.0,6.0,4.4,4684.0,79.0,B,25
972,A05096,SOLVE045,331,341.0,,0.058,1064.0,67460.0,35.2,11.2,16340.0,93.2,B,25
973,A06572,SOLVE045,341,351.0,,0.024,290.0,62500.0,6.2,5.8,520.0,44.8,B,25
974,A05762,SOLVE045,351,361.0,,0.039,1129.0,59920.0,23.2,5.8,5154.0,55.0,A,25
975,A06448,SOLVE045,361,371.0,,0.026,1004.0,56380.0,14.4,5.4,7680.0,68.6,A,25
976,A06142,SOLVE045,371,381.0,,0.032,841.0,64420.0,16.8,6.2,1350.0,62.0,A,25
977,A04698,SOLVE045,381,391.0,,0.072,1339.0,39520.0,16.4,5.6,9550.0,99.2,A,25
978,A05925,SOLVE045,391,401.0,,0.036,387.0,73140.0,8.2,2.0,415.0,33.2,A,25
979,A06141,SOLVE045,401,411.0,,0.032,374.0,71040.0,8.0,3.0,149.0,5.6,A,25
980,A06568,SOLVE045,411,421.0,,0.024,233.4,68900.0,1.2,1.6,65.0,7.4,A,25
981,A06570,SOLVE045,421,431.0,,0.024,624.0,76900.0,6.2,5.6,411.0,15.8,A,25
982,A05213,SOLVE045,431,441.0,,0.054,2344.0,24380.0,122.0,11.8,5040.0,43.6,A,25
983,A05360,SOLVE045,441,451.0,,0.05,1046.0,52260.0,29.4,11.2,2150.0,35.2,A,25
984,A05647,SOLVE045,451,461.0,,0.042,568.0,65340.0,12.4,11.6,616.0,29.8,A,25
985,A06143,SOLVE045,461,471.0,,0.032,452.0,55660.0,35.6,11.2,2540.0,29.6,A,25
986,A06567,SOLVE045,471,481.0,,0.024,621.0,52660.0,61.6,36.2,892.0,32.2,A,25
987,A05830,SOLVE045,481,491.0,,0.038,1092.0,45200.0,50.0,16.4,1367.0,33.2,A,25
988,A06957,SOLVE045,491,501.0,,0.018,590.0,60700.0,13.0,7.0,1542.0,23.2,A,25
989,A06028,SOLVE045,501,511.0,,0.034,476.0,62160.0,6.6,7.6,500.0,42.2,A,25
990,A06026,SOLVE045,511,521.0,,0.034,742.0,61200.0,34.0,1.6,772.0,35.8,A,25
991,A07613,SOLVE045,521,531.0,,0.01,256.0,54000.0,14.0,1.6,1476.0,25.4,A,25
992,A06025,SOLVE045,531,541.0,,0.034,610.0,61800.0,13.4,1.6,491.0,27.6,A,25
993,A05735,SOLVE045,541,551.0,,0.04,503.0,57580.0,24.8,2.0,627.0,41.4,A,25
994,A04694,SOLVE045,551,561.0,,0.072,680.0,57480.0,18.6,1.0,1502.0,38.6,A,25
995,A05274,SOLVE045,561,571.0,,0.052,1406.0,57080.0,24.4,7.6,3560.0,47.8,A,25
996,A06061,SOLVE045,571,581.0,,0.033,816.0,48760.0,19.6,5.6,1084.0,48.0,A,25
997,A06271,SOLVE045,581,591.0,,0.029,200.2,33160.0,16.2,2.2,978.0,26.0,A,25
998,A04175,SOLVE045,591,601.0,,0.096,1114.0,33720.0,44.0,3.8,1123.0,35.8,A,25
999,A04691,SOLVE045,601,611.0,,0.072,524.0,28660.0,21.0,2.0,331.0,28.6,A,25
1000,A05819,SOLVE045,611,621.0,,0.038,507.8,20770.0,92.8,5.2,661.0,29.4,A,25
1001,A04211,SOLVE045,621,631.0,,0.094,992.8,32840.0,53.8,6.0,834.0,31.6,A,25
1002,A03018,SOLVE045,631,641.0,,0.184,1350.0,56400.0,15.4,3.0,1010.0,31.8,A,25
1003,A05632,SOLVE045,641,651.0,,0.042,464.0,39160.0,35.6,2.2,698.0,31.0,A,25
1004,A05268,SOLVE045,651,661.0,,0.052,590.0,48300.0,47.4,2.6,126.0,40.0,A,25
1005,A03656,SOLVE045,661,671.0,,0.128,1392.0,54340.0,45.8,4.6,566.0,37.6,A,25
1006,A05262,SOLVE045,671,681.0,,0.052,710.0,57600.0,30.0,3.4,64.0,34.6,A,25
1007,A03983,SOLVE045,681,691.0,,0.106,1642.0,55320.0,52.8,1.6,856.0,35.6,A,25
1008,A06923,SOLVE045,691,701.0,,0.018,350.0,71220.0,23.4,1.6,69.0,39.2,A,25
1009,A05335,SOLVE045,701,711.0,,0.05,536.0,67560.0,22.0,2.0,55.0,38.4,A,25
1010,A05225,SOLVE045,711,721.0,,0.053,924.0,62720.0,29.2,2.6,396.0,33.0,A,25
1011,A06203,SOLVE045,721,731.0,,0.03,716.6,65860.0,15.0,3.4,339.0,43.0,A,25
1012,A05329,SOLVE045,731,741.0,,0.05,876.0,61700.0,16.6,2.0,940.0,48.6,A,25
1013,A04592,SOLVE045,741,751.0,,0.076,662.0,63960.0,10.2,4.0,710.0,41.8,A,25
1014,A03834,SOLVE045,751,761.0,,0.114,584.0,65580.0,16.2,26.8,11800.0,601.6,A,25
1015,A05066,SOLVE045,761,771.0,,0.058,960.0,66180.0,48.4,2.8,1200.0,38.4,A,25
1016,A03578,SOLVE045,771,781.0,,0.134,1682.0,46800.0,17.6,2.0,1398.0,34.2,A,25
1017,A03384,SOLVE045,781,791.0,,0.15,1470.0,42300.0,13.0,3.0,1260.0,,A,25
1018,A04997,SOLVE045,791,801.0,,0.06,814.0,48580.0,5.0,2.6,800.0,34.4,A,25
1019,A02539,SOLVE045,1621,1631.0,,0.242,378.8,28160.0,3.0,3.0,1472.0,17.2,A,25
1020,A05460,SOLVE045,1631,1641.0,,0.046,170.8,28200.0,3.0,3.0,622.0,16.6,A,25
1021,A04418,SOLVE045,1641,1651.0,,0.083,291.8,25740.0,7.4,3.0,638.0,14.4,A,25
1022,A05070,SOLVE045,1651,1661.0,,0.058,129.4,27640.0,3.0,3.0,366.0,14.6,A,25
1023,A05700,SOLVE045,1661,1671.0,,0.04,156.0,27280.0,3.0,3.0,2684.0,15.6,A,25
1024,A05075,SOLVE045,1671,1681.0,,0.058,145.8,24420.0,3.0,3.0,4292.0,14.8,A,25
1025,A02961,SOLVE045,1681,1691.0,,0.19,517.0,27680.0,3.0,3.0,2850.0,16.8,A,25
1026,A05017,SOLVE045,1691,1701.0,,0.06,251.4,28440.0,3.0,3.0,1580.0,17.0,A,25
1027,A04888,SOLVE045,1701,1711.0,,0.064,254.8,26520.0,3.0,3.0,502.0,17.4,A,25
1028,A05892,SOLVE045,1711,1721.0,,0.036,146.0,23440.0,3.0,3.0,270.0,15.8,A,25
1029,A04894,SOLVE045,1721,1731.0,,0.064,222.4,26180.0,3.0,3.0,320.0,15.8,A,25
1030,A04283,SOLVE045,1731,1741.0,,0.09,367.0,25780.0,3.0,3.0,450.0,15.6,A,25
1031,A03017,SOLVE045,1741,1751.0,,0.184,401.0,26980.0,3.0,3.0,1984.0,19.0,A,25
1032,A04835,SOLVE045,1751,1761.0,,0.066,222.6,29800.0,3.0,3.0,1010.0,16.4,A,25
1033,A04902,SOLVE045,1761,1771.0,,0.064,239.8,28800.0,3.0,3.0,390.0,16.4,A,25
1034,A03705,SOLVE045,1771,1781.0,,0.123,452.2,31180.0,3.0,3.0,548.0,17.6,A,25
1035,A05952,SOLVE045,1781,1791.0,,0.035,266.4,27060.0,3.4,3.0,502.0,16.6,A,25
1036,A04220,SOLVE045,1791,1801.0,,0.093,116.8,28420.0,3.4,3.0,236.0,17.2,A,25
1037,A03242,SOLVE045,1801,1811.0,,0.162,123.6,29940.0,3.0,3.0,250.0,15.8,A,25
1038,A05589,SOLVE045,1811,1821.0,,0.043,124.6,27600.0,3.4,3.0,492.0,16.0,A,25
1039,A04759,SOLVE046,421,431.0,,0.068,1662.8,49160.0,50.0,3.0,1680.0,27.2,A,26
1040,A05386,SOLVE046,431,441.0,,0.048,1072.2,51780.0,35.0,3.0,876.0,28.6,A,26
1041,A05529,SOLVE046,441,451.0,,0.044,737.6,55700.0,42.4,3.0,4686.0,32.8,A,26
1042,A05232,SOLVE046,451,457.6,,0.052121212,1347.272727,26169.69697,13.75757576,3.0,6270.909091,22.87878788,A,26
1043,A02183,SOLVE047,351,361.0,18.4,0.29,2150.0,65700.0,32.6,146.4,9854.0,362.0,A,27
1044,A06003,SOLVE048,261,271.0,,0.034,1075.4,35800.0,30.8,12.0,4540.0,33.0,A,28
1045,A07839,SOLVE048,271,281.0,,0.008,491.4,50340.0,19.0,8.6,1448.0,30.8,A,28
1046,A05086,SOLVE048,281,291.0,,0.058,1940.4,48320.0,44.0,18.8,7046.0,48.0,A,28
1047,A02443,SOLVE048,291,301.0,,0.254,1600.2,38460.0,20.6,196.8,9394.0,367.2,A,28
1048,A03732,SOLVE048,301,311.0,,0.122,,72060.0,18.2,10.8,2314.0,34.6,A,28
1049,A04956,SOLVE048,311,321.0,,0.062,1193.0,27000.0,39.0,10.0,2860.0,31.2,A,28
1050,A04838,SOLVE048,321,331.0,,0.066,926.6,42460.0,39.4,10.0,4968.0,39.6,A,28
1051,A04600,SOLVE048,331,341.0,,0.076,831.4,51640.0,10.2,10.8,7584.0,42.8,A,28
1052,A04511,SOLVE048,341,351.0,,0.08,309.6,50680.0,3.0,8.0,134.0,45.2,A,28
1053,A04840,SOLVE048,351,361.0,,0.066,311.8,50180.0,3.0,6.4,120.0,36.8,A,28
1054,A05555,SOLVE048,361,371.0,,0.044,185.0,42340.0,3.0,7.2,88.0,34.0,A,28
1055,A05030,SOLVE048,371,381.0,,0.06,2272.4,61540.0,4.0,13.4,1316.0,52.0,A,28
1056,A04455,SOLVE048,381,391.0,,0.082,2157.4,49380.0,22.2,15.2,4804.0,66.0,A,28
1057,A04574,SOLVE052,411,421.0,6.6,0.076,1636.0,57380.0,57.4,12.2,1808.0,37.8,A,29
