Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,Pb_category,x_pos,predicted_pbcutoff,score,predicted_class,predicted_weights,depth_mid,predicted_xgboost
A05632,SOLVE045,641,651.0,18.13037279967789,0.042,464.0,39160.0,35.6,2.2,698.0,31.0,A,250–500,25,A,223.7693968253968,A,A,646.0,A
A05268,SOLVE045,651,661.0,18.13037279967789,0.052,590.0,48300.0,47.4,2.6,126.0,40.0,A,500–1000,25,A,285.1433650793651,A,A,656.0,A
A03656,SOLVE045,661,671.0,18.13037279967789,0.128,1392.0,54340.0,45.8,4.6,566.0,37.6,A,1000–2000,25,A,653.880126984127,A,A,666.0,A
A05262,SOLVE045,671,681.0,18.13037279967789,0.052,710.0,57600.0,30.0,3.4,64.0,34.6,A,500–1000,25,A,335.41003174603173,A,A,676.0,A
A03983,SOLVE045,681,691.0,18.13037279967789,0.106,1642.0,55320.0,52.8,1.6,856.0,35.6,A,1000–2000,25,A,770.9539047619047,A,A,686.0,A
A06923,SOLVE045,691,701.0,18.13037279967789,0.018,350.0,71220.0,23.4,1.6,69.0,39.2,A,250–500,25,A,167.80139682539684,A,A,696.0,A
A05335,SOLVE045,701,711.0,18.13037279967789,0.05,536.0,67560.0,22.0,2.0,55.0,38.4,A,500–1000,25,A,253.02857142857144,A,A,706.0,A
A05225,SOLVE045,711,721.0,18.13037279967789,0.053,924.0,62720.0,29.2,2.6,396.0,33.0,A,500–1000,25,A,433.68965079365074,A,A,716.0,A
A06203,SOLVE045,721,731.0,18.13037279967789,0.03,716.6,65860.0,15.0,3.4,339.0,43.0,A,500–1000,25,A,334.15682539682535,A,A,726.0,A
A05329,SOLVE045,731,741.0,18.13037279967789,0.05,876.0,61700.0,16.6,2.0,940.0,48.6,A,500–1000,25,A,407.9936507936508,A,A,736.0,A
A04592,SOLVE045,741,751.0,18.13037279967789,0.076,662.0,63960.0,10.2,4.0,710.0,41.8,A,500–1000,25,A,307.66374603174603,A,A,746.0,A
A03834,SOLVE045,751,761.0,18.13037279967789,0.114,584.0,65580.0,16.2,26.8,11800.0,601.6,A,500–1000,25,A,273.4829206349206,A,A,756.0,A
A05066,SOLVE045,761,771.0,18.13037279967789,0.058,960.0,66180.0,48.4,2.8,1200.0,38.4,A,500–1000,25,A,455.7480634920634,A,A,766.0,A
A03578,SOLVE045,771,781.0,18.13037279967789,0.134,1682.0,46800.0,17.6,2.0,1398.0,34.2,A,1000–2000,25,A,779.3165714285714,A,A,776.0,A
A03384,SOLVE045,781,791.0,18.13037279967789,0.15,1470.0,42300.0,13.0,3.0,1260.0,59.582380503400906,A,1000–2000,25,A,680.4190476190475,A,A,786.0,A
A04997,SOLVE045,791,801.0,18.13037279967789,0.06,814.0,48580.0,5.0,2.6,800.0,34.4,A,500–1000,25,A,376.1422222222222,A,A,796.0,A
A02539,SOLVE045,1621,1631.0,18.13037279967789,0.242,378.8,28160.0,3.0,3.0,1472.0,17.2,A,250–500,25,A,175.28685714285714,A,A,1626.0,A
A05460,SOLVE045,1631,1641.0,18.13037279967789,0.046,170.8,28200.0,3.0,3.0,622.0,16.6,A,100–250,25,A,79.4910476190476,A,A,1636.0,A
A04418,SOLVE045,1641,1651.0,18.13037279967789,0.083,291.8,25740.0,7.4,3.0,638.0,14.4,A,250–500,25,A,136.456,A,A,1646.0,A
A05070,SOLVE045,1651,1661.0,18.13037279967789,0.058,129.4,27640.0,3.0,3.0,366.0,14.6,A,100–250,25,B,60.43695238095237,A,A,1656.0,A
A05700,SOLVE045,1661,1671.0,18.13037279967789,0.04,156.0,27280.0,3.0,3.0,2684.0,15.6,A,100–250,25,B,72.67682539682538,A,A,1666.0,A
A05075,SOLVE045,1671,1681.0,18.13037279967789,0.058,145.8,24420.0,3.0,3.0,4292.0,14.8,A,100–250,25,B,67.98615873015873,A,A,1676.0,A
A02961,SOLVE045,1681,1691.0,18.13037279967789,0.19,517.0,27680.0,3.0,3.0,2850.0,16.8,A,500–1000,25,A,238.88952380952375,A,A,1686.0,A
A05017,SOLVE045,1691,1701.0,18.13037279967789,0.06,251.4,28440.0,3.0,3.0,1580.0,17.0,A,250–500,25,A,116.59619047619049,A,A,1696.0,A
A04888,SOLVE045,1701,1711.0,18.13037279967789,0.064,254.8,26520.0,3.0,3.0,502.0,17.4,A,250–500,25,A,118.16228571428572,A,A,1706.0,A
A05892,SOLVE045,1711,1721.0,18.13037279967789,0.036,146.0,23440.0,3.0,3.0,270.0,15.8,A,100–250,25,B,68.07263492063491,A,A,1716.0,A
A04894,SOLVE045,1721,1731.0,18.13037279967789,0.064,222.4,26180.0,3.0,3.0,320.0,15.8,A,100–250,25,A,103.24799999999999,A,A,1726.0,A
A04283,SOLVE045,1731,1741.0,18.13037279967789,0.09,367.0,25780.0,3.0,3.0,450.0,15.6,A,250–500,25,A,169.81650793650792,A,A,1736.0,A
A03017,SOLVE045,1741,1751.0,18.13037279967789,0.184,401.0,26980.0,3.0,3.0,1984.0,19.0,A,250–500,25,A,185.49117460317458,A,A,1746.0,A
A04835,SOLVE045,1751,1761.0,18.13037279967789,0.066,222.6,29800.0,3.0,3.0,1010.0,16.4,A,100–250,25,A,103.34057142857142,A,A,1756.0,A
A04902,SOLVE045,1761,1771.0,18.13037279967789,0.064,239.8,28800.0,3.0,3.0,390.0,16.4,A,100–250,25,A,111.25752380952382,A,A,1766.0,A
A03705,SOLVE045,1771,1781.0,18.13037279967789,0.123,452.2,31180.0,3.0,3.0,548.0,17.6,A,250–500,25,A,209.04393650793645,A,A,1776.0,A
A05952,SOLVE045,1781,1791.0,18.13037279967789,0.035,266.4,27060.0,3.4,3.0,502.0,16.6,A,250–500,25,A,123.60888888888886,A,A,1786.0,A
A04220,SOLVE045,1791,1801.0,18.13037279967789,0.093,116.8,28420.0,3.4,3.0,236.0,17.2,A,100–250,25,B,54.760126984126984,A,A,1796.0,A
A03242,SOLVE045,1801,1811.0,18.13037279967789,0.162,123.6,29940.0,3.0,3.0,250.0,15.8,A,100–250,25,B,57.7935238095238,A,A,1806.0,A
A05589,SOLVE045,1811,1821.0,18.13037279967789,0.043,124.6,27600.0,3.4,3.0,492.0,16.0,A,100–250,25,B,58.33790476190476,A,A,1816.0,A
A04759,SOLVE046,421,431.0,18.13037279967789,0.068,1662.8,49160.0,50.0,3.0,1680.0,27.2,A,1000–2000,26,A,779.718857142857,A,A,426.0,A
A05386,SOLVE046,431,441.0,18.13037279967789,0.048,1072.2,51780.0,35.0,3.0,876.0,28.6,A,1000–2000,26,A,503.5645714285714,A,A,436.0,A
A05529,SOLVE046,441,451.0,18.13037279967789,0.044,737.6,55700.0,42.4,3.0,4686.0,32.8,A,500–1000,26,A,351.65561904761904,A,A,446.0,A
A05232,SOLVE046,451,457.6,18.13037279967789,0.052121212,1347.272727,26169.69697,13.75757576,3.0,6270.909091,22.87878788,A,1000–2000,26,A,624.1171331122539,A,A,454.3,A
A02183,SOLVE047,351,361.0,18.4,0.29,2150.0,65700.0,32.6,146.4,9854.0,362.0,A,2000–4000,27,A,735.7251764705883,A,A,356.0,A
A06003,SOLVE048,261,271.0,18.13037279967789,0.034,1075.4,35800.0,30.8,12.0,4540.0,33.0,A,1000–2000,28,A,503.8340317460317,A,A,266.0,B
A07839,SOLVE048,271,281.0,18.13037279967789,0.008,491.4,50340.0,19.0,8.6,1448.0,30.8,A,250–500,28,A,231.63060317460312,A,A,276.0,A
A05086,SOLVE048,281,291.0,18.13037279967789,0.058,1940.4,48320.0,44.0,18.8,7046.0,48.0,A,1000–2000,28,A,905.7861587301586,A,A,286.0,A
A02443,SOLVE048,291,301.0,18.13037279967789,0.254,1600.2,38460.0,20.6,196.8,9394.0,367.2,A,1000–2000,28,A,742.5502222222223,A,A,296.0,A
A03732,SOLVE048,301,311.0,18.13037279967789,0.122,713.7426109814317,72060.0,18.2,10.8,2314.0,34.6,A,,28,B,9.692705882352941,B,B,306.0,A
A04956,SOLVE048,311,321.0,18.13037279967789,0.062,1193.0,27000.0,39.0,10.0,2860.0,31.2,A,1000–2000,28,A,560.3173333333333,A,A,316.0,A
A04838,SOLVE048,321,331.0,18.13037279967789,0.066,926.6,42460.0,39.4,10.0,4968.0,39.6,A,500–1000,28,A,437.80406349206345,A,A,326.0,A
A04600,SOLVE048,331,341.0,18.13037279967789,0.076,831.4,51640.0,10.2,10.8,7584.0,42.8,A,500–1000,28,A,385.6415238095238,A,A,336.0,A
A04511,SOLVE048,341,351.0,18.13037279967789,0.08,309.6,50680.0,3.0,8.0,134.0,45.2,A,250–500,28,A,143.39174603174604,A,A,346.0,A
A04840,SOLVE048,351,361.0,18.13037279967789,0.066,311.8,50180.0,3.0,6.4,120.0,36.8,A,250–500,28,A,144.4008888888889,A,A,356.0,A
A05555,SOLVE048,361,371.0,18.13037279967789,0.044,185.0,42340.0,3.0,7.2,88.0,34.0,A,100–250,28,A,86.02704761904762,A,A,366.0,A
A05030,SOLVE048,371,381.0,18.13037279967789,0.06,2272.4,61540.0,4.0,13.4,1316.0,52.0,A,2000–4000,28,A,1047.183492063492,A,A,376.0,A
A04455,SOLVE048,381,391.0,18.13037279967789,0.082,2157.4,49380.0,22.2,15.2,4804.0,66.0,A,2000–4000,28,A,999.4525714285712,A,A,386.0,A
A04574,SOLVE052,411,421.0,6.6,0.076,1636.0,57380.0,57.4,12.2,1808.0,37.8,A,1000–2000,29,A,568.6260705882353,A,A,416.0,A
A04149,SOLVE052,421,431.0,15.8,0.097,2375.6,53980.0,50.4,13.2,2878.0,35.6,A,2000–4000,29,A,817.100611764706,A,A,426.0,A
A05461,SOLVE052,431,441.0,18.6,0.046,1514.6,54920.0,18.6,13.8,2394.0,30.4,A,1000–2000,29,A,515.8792470588235,A,A,436.0,A
A04980,SOLVE052,441,451.0,20.4,0.061,1618.8,54260.0,49.2,35.4,6670.0,84.8,A,1000–2000,29,A,557.4467764705882,A,A,446.0,A
A07576,SOLVE052,451,461.0,9.0,0.01,1158.0,56200.0,29.2,13.8,1450.0,51.2,A,1000–2000,29,A,398.9383529411764,A,A,456.0,A
A07820,SOLVE052,461,471.0,9.4,0.008,783.6,58420.0,7.4,9.6,316.0,34.0,A,500–1000,29,A,266.48150588235296,A,A,466.0,A
A07156,SOLVE052,471,481.0,16.6,0.015,955.0,58500.0,8.4,14.8,4266.0,73.2,A,500–1000,29,A,323.30870588235297,A,A,476.0,A
A05707,SOLVE052,481,491.0,12.0,0.04,1895.0,58820.0,19.8,14.6,5908.0,59.8,A,1000–2000,29,A,647.6239999999999,A,A,486.0,A
A06537,SOLVE052,491,501.0,18.13037279967789,0.024,811.2,61720.0,22.4,3.0,1026.0,26.6,A,500–1000,29,A,379.81561904761907,A,A,496.0,A
A04468,SOLVE052,501,511.0,18.13037279967789,0.081,962.8,57380.0,22.2,5.6,5472.0,27.2,A,500–1000,29,A,449.55707936507935,A,A,506.0,A
A03584,SOLVE052,511,521.0,18.13037279967789,0.134,1845.4,59360.0,34.8,15.8,8374.0,203.2,A,1000–2000,29,A,859.44673015873,A,A,516.0,A
A05202,SOLVE052,521,531.0,18.13037279967789,0.054,1186.6,38980.0,13.6,6.4,2224.0,35.8,A,1000–2000,29,A,550.1121269841269,A,A,526.0,A
A01883,SOLVE052,531,541.0,18.13037279967789,0.34,671.6,47400.0,14.0,201.8,5210.0,255.6,A,500–1000,29,A,313.2355555555555,A,A,536.0,A
A02742,SOLVE052,541,547.4,18.13037279967789,0.214375,1005.9375,49862.5,10.4375,14.625,8765.625,79.875,A,1000–2000,29,A,466.0871825396825,A,A,544.2,A
A08152,SOLVE055,301,311.0,37.4,0.006,25.8,35460.0,3.0,8.4,17190.0,82.0,A,<100,30,B,-0.2412235294117672,B,B,306.0,B
A07386,SOLVE055,311,319.32,18.13037279967789,0.05186164190022506,713.7426109814317,48938.54116116503,17.19121062129759,13.651622955398544,9707.850977903374,59.582380503400906,A,,30,B,,B,B,315.15999999999997,A
A04998,SOLVE056,421,431.0,1.0,0.06,1315.4,46780.0,72.8,3.4,806.0,29.8,A,1000–2000,31,A,463.95247058823526,A,A,426.0,A
A02740,SOLVE056,431,441.0,1.0,0.216,1982.0,54820.0,59.0,3.6,1576.0,25.8,A,1000–2000,31,A,688.4877176470588,A,A,436.0,A
A05224,SOLVE056,441,451.0,1.2,0.053,1766.8,55180.0,120.4,3.0,1766.0,24.0,A,1000–2000,31,A,627.9864470588235,A,A,446.0,A
A06196,SOLVE056,451,461.0,4.2,0.03,675.6,59780.0,31.2,3.6,1190.0,30.6,A,500–1000,31,A,236.02447058823532,A,A,456.0,A
A05695,SOLVE056,461,471.0,1.0,0.04,1019.4,55820.0,50.8,4.2,2238.0,33.2,A,1000–2000,31,A,358.30164705882345,A,A,466.0,A
A05187,SOLVE056,471,481.0,1.0,0.054,1431.8,51180.0,44.4,4.0,1318.0,30.4,A,1000–2000,31,A,497.65016470588233,A,A,476.0,A
A05327,SOLVE056,481,491.0,1.0,0.05,1723.8,56240.0,57.6,3.6,1906.0,33.4,A,1000–2000,31,A,600.0682352941175,A,A,486.0,A
A04850,SOLVE057,611,616.4,12.0,0.065185185,1641.814815,68748.14815,77.07407407,8.296296296,1575.185185,36.25925926,A,1000–2000,32,A,573.3765403672942,A,A,613.7,A
A06544,SOLVE064,371,381.0,10.0,0.024,95.2,33000.0,3.0,9.8,106.0,32.8,A,<100,33,B,30.531576470588238,B,B,376.0,A
A05266,SOLVE064,381,391.0,16.2,0.052,133.8,42940.0,3.0,8.2,346.0,34.4,A,100–250,33,B,42.101552941176465,B,B,386.0,A
A05025,SOLVE064,391,401.0,24.2,0.06,1781.6,47700.0,8.8,15.4,3910.0,46.0,A,1000–2000,33,A,603.451294117647,A,A,396.0,A
A04553,SOLVE064,401,411.0,11.4,0.078,2215.0,43420.0,33.0,14.8,4046.0,51.8,A,2000–4000,33,A,759.7582117647058,A,A,406.0,A
A03731,SOLVE064,411,421.0,15.2,0.122,520.6,41740.0,3.8,34.4,2142.0,54.2,A,500–1000,33,A,174.51002352941177,A,A,416.0,A
A05338,SOLVE064,421,431.0,2.8,0.05,325.2,39120.0,3.0,10.2,226.0,36.8,A,250–500,33,A,110.87058823529411,A,A,426.0,A
A06215,SOLVE064,431,441.0,1.2,0.03,2150.8,25020.0,3.0,3.8,764.0,24.8,A,2000–4000,33,A,734.132705882353,A,A,436.0,A
A06114,SOLVE064,441,451.0,1.0,0.032,1045.6,40780.0,3.0,3.0,326.0,25.4,A,1000–2000,33,A,357.1166117647058,A,A,446.0,A
A04950,SOLVE064,451,461.0,1.0,0.062,319.4,52340.0,3.0,3.0,66.0,28.2,A,250–500,33,A,109.35990588235293,A,A,456.0,A
A05204,SOLVE064,461,471.0,1.0,0.054,347.8,53460.0,3.0,3.0,74.0,43.2,A,250–500,33,A,119.04781176470588,A,A,466.0,A
A04688,SOLVE064,471,481.0,2.2,0.072,797.4,56100.0,3.8,8.2,1967.0,52.2,A,500–1000,33,A,272.3029647058823,A,A,476.0,A
A05267,SOLVE064,481,491.0,1.0,0.052,83.6,43960.0,3.0,3.0,26.0,33.0,A,<100,33,B,28.90861176470588,B,B,486.0,A
A04648,SOLVE064,491,501.0,29.2,0.073,704.8,74860.0,21.8,6.8,39612.0,87.4,A,500–1000,33,A,237.53374117647058,A,A,496.0,A
A06008,SOLVE064,501,511.0,1.0,0.034,1847.8,57100.0,21.6,3.0,950.0,23.8,A,1000–2000,33,A,634.7475764705882,A,A,506.0,A
A07328,SOLVE064,511,521.0,1.0,0.013,632.4,57780.0,9.2,3.0,1270.0,29.0,A,500–1000,33,A,217.45185882352942,A,A,516.0,A
A07084,SOLVE064,521,531.0,5.2,0.016,279.2,55900.0,7.8,3.0,962.0,29.8,A,250–500,33,A,95.56536470588233,A,A,526.0,A
A04209,SOLVE064,531,541.0,31.2,0.094,1152.2,70580.0,22.4,20.6,7874.0,175.2,A,1000–2000,33,A,389.7894588235294,A,A,536.0,A
A04780,SOLVE064,541,551.0,8.6,0.068,283.2,58360.0,4.8,15.4,180.0,60.6,A,250–500,33,A,95.42456470588235,A,A,546.0,A
A04330,SOLVE064,551,561.0,4.2,0.088,127.8,57160.0,3.0,13.8,72.0,46.4,A,100–250,33,B,43.16715294117647,B,B,556.0,A
A03453,SOLVE064,561,571.0,8.8,0.144,2556.0,50600.0,5.0,13.6,808.0,48.8,A,2000–4000,33,A,870.8553411764705,A,A,566.0,A
A06056,SOLVE064,571,581.0,8.8,0.033,1422.6,40780.0,3.0,11.0,510.0,69.6,A,1000–2000,33,A,483.7215058823529,A,A,576.0,A
A04899,SOLVE064,581,591.0,2.4,0.064,503.8,29560.0,3.0,9.0,178.0,48.0,A,500–1000,33,A,171.91087058823533,A,A,586.0,A
A05339,SOLVE064,591,601.0,5.6,0.05,250.4,23920.0,3.0,9.4,76.0,36.8,A,250–500,33,A,84.62588235294118,A,A,596.0,A
A07243,SOLVE064,601,611.0,12.0,0.014,66.2,19440.0,3.0,5.2,32.0,35.6,A,<100,33,B,20.117929411764706,B,B,606.0,A
A04451,SOLVE064,611,621.0,7.8,0.082,2128.2,64160.0,4.4,12.6,552.0,46.2,A,2000–4000,33,A,725.0201411764705,A,A,616.0,A
A06318,SOLVE064,621,631.0,8.6,0.028,81.8,36460.0,3.0,10.8,44.0,42.6,A,<100,33,B,26.322917647058823,B,B,626.0,A
A05141,SOLVE064,631,641.0,4.2,0.056,952.2,56560.0,3.0,12.6,286.0,40.6,A,500–1000,33,A,324.4270117647059,A,A,636.0,A
A06316,SOLVE064,641,651.0,3.2,0.028,2070.0,50040.0,6.8,11.6,2348.0,42.4,A,2000–4000,33,A,706.8523294117647,A,A,646.0,A
A07081,SOLVE064,651,661.0,4.6,0.016,841.8,46900.0,8.6,9.6,4594.0,56.2,A,500–1000,33,A,287.8359529411764,A,A,656.0,A
A06005,SOLVE064,661,671.0,6.6,0.034,1448.8,53740.0,8.8,13.0,6242.0,42.6,A,1000–2000,33,A,494.4581647058823,A,A,666.0,A
A03292,SOLVE064,671,681.0,21.6,0.158,1950.8,63160.0,34.2,75.4,11818.0,683.6,A,1000–2000,33,A,667.2485647058822,A,A,676.0,A
A04635,SOLVE064,681,691.0,6.8,0.074,1274.6,57700.0,5.6,15.2,1278.0,48.4,A,1000–2000,33,A,434.30334117647055,A,A,686.0,A
A04284,SOLVE064,691,701.0,4.0,0.09,799.0,66020.0,3.0,14.6,644.0,36.0,A,500–1000,33,A,272.2169411764706,A,A,696.0,A
A05024,SOLVE064,701,711.0,6.2,0.06,1968.0,71780.0,22.6,17.0,1716.0,35.0,A,1000–2000,33,A,674.6277647058822,A,A,706.0,A
A04729,SOLVE064,711,721.0,2.4,0.07,1215.2,55340.0,5.8,3.0,812.0,40.4,A,1000–2000,33,A,415.2178823529411,A,A,716.0,A
A03877,SOLVE064,721,731.0,1.6,0.112,2217.0,59100.0,5.8,3.6,1356.0,36.8,A,2000–4000,33,A,757.2234352941176,A,A,726.0,A
A04687,SOLVE064,731,741.0,1.6,0.072,1780.2,53440.0,8.2,5.2,2548.0,63.6,A,1000–2000,33,A,608.6982588235294,A,A,736.0,A
A03985,SOLVE064,741,751.0,1.8,0.106,1621.6,64900.0,10.0,6.0,1496.0,34.8,A,1000–2000,33,A,554.9234823529412,A,A,746.0,A
A05626,SOLVE064,751,761.0,1.6,0.042,1191.8,66920.0,4.4,3.4,512.0,29.8,A,1000–2000,33,A,407.1396705882352,A,A,756.0,A
A05811,SOLVE064,761,771.0,3.2,0.038,1216.2,68900.0,4.6,19.4,5968.0,71.2,A,1000–2000,33,A,415.0918588235294,A,A,766.0,A
A06213,SOLVE064,771,781.0,2.2,0.03,640.8,64620.0,4.6,6.0,858.0,47.6,A,500–1000,33,A,219.0362352941176,A,A,776.0,A
A06542,SOLVE064,781,791.0,2.8,0.024,583.6,55620.0,6.4,7.8,848.0,46.2,A,500–1000,33,A,199.74569411764702,A,A,786.0,A
A05808,SOLVE064,791,801.0,3.0,0.038,765.2,48520.0,3.6,4.0,770.0,38.2,A,500–1000,33,A,261.0612705882353,A,A,796.0,A
A04204,SOLVE064,801,811.0,9.2,0.094,7545.4,56260.0,13.0,16.2,16490.0,67.0,A,>4000,33,A,2574.7024,A,A,806.0,A
A04027,SOLVE064,811,821.0,5.8,0.104,2238.0,66280.0,8.0,10.8,4208.0,59.0,A,2000–4000,33,A,763.7654588235296,A,A,816.0,A
A04686,SOLVE064,821,831.0,6.8,0.072,1740.8,57980.0,4.4,6.2,3154.0,48.4,A,1000–2000,33,A,593.1053176470588,A,A,826.0,A
A03122,SOLVE064,831,841.0,14.8,0.174,1069.2,75880.0,3.0,131.0,12006.0,437.2,A,1000–2000,33,A,361.62334117647066,A,A,836.0,A
A05045,SOLVE064,841,851.0,1.2,0.059,845.6,57680.0,5.2,3.8,456.0,25.4,A,500–1000,33,A,289.3005176470588,A,A,846.0,A
A05758,SOLVE064,851,861.0,2.4,0.039,867.4,58300.0,13.8,4.0,700.0,35.6,A,500–1000,33,A,298.2449882352941,A,A,856.0,A
A03475,SOLVE064,861,871.0,26.6,0.142,1379.2,60880.0,16.6,18.6,9936.0,95.0,A,1000–2000,33,A,467.2079058823529,A,A,866.0,A
A06605,SOLVE064,871,881.0,1.4,0.023,621.4,67680.0,3.0,10.2,294.0,20.8,A,500–1000,33,A,212.2843294117647,A,A,876.0,A
A06866,SOLVE064,881,891.0,1.0,0.019,569.4,64280.0,3.0,10.4,308.0,20.6,A,500–1000,33,A,194.64592941176468,A,A,886.0,A
A04057,SOLVE064,891,901.0,1.0,0.102,5009.8,58800.0,16.0,11.2,4284.0,25.4,A,>4000,33,A,1712.374494117647,A,A,896.0,A
A03632,SOLVE064,901,911.0,1.4,0.13,4170.0,58640.0,9.6,9.6,3646.0,23.6,A,>4000,33,A,1424.4009411764707,A,A,906.0,A
A05194,SOLVE064,911,921.0,1.6,0.054,1228.2,37580.0,15.2,8.2,1844.0,32.2,A,1000–2000,33,A,421.8478117647059,A,A,916.0,A
A04823,SOLVE064,921,931.0,1.0,0.066,1907.0,39100.0,3.8,10.4,4496.0,30.2,A,1000–2000,33,A,651.1818352941176,A,A,926.0,A
A03727,SOLVE064,931,941.0,1.0,0.122,1938.6,41640.0,3.6,15.0,5122.0,48.4,A,1000–2000,33,A,661.9312,A,A,936.0,A
A03432,SOLVE064,941,951.0,1.0,0.146,1361.8,49460.0,3.4,10.0,3082.0,50.0,A,1000–2000,33,A,465.10277647058825,A,A,946.0,A
A03726,SOLVE064,951,961.0,2.6,0.122,950.0,67860.0,3.0,9.2,668.0,22.8,A,500–1000,33,A,324.10296470588236,A,A,956.0,A
A04822,SOLVE064,961,971.0,1.2,0.066,777.2,75580.0,3.0,8.4,1706.0,29.8,A,500–1000,33,A,265.4994823529412,A,A,966.0,A
A03431,SOLVE064,971,981.0,1.0,0.146,1325.4,63460.0,5.4,9.4,3942.0,28.0,A,1000–2000,33,A,453.10748235294113,A,A,976.0,A
A02839,SOLVE064,981,991.0,1.0,0.204,1177.8,60860.0,3.0,9.2,8590.0,33.4,A,1000–2000,33,A,402.25251764705877,A,A,986.0,A
A03630,SOLVE064,991,1001.0,2.0,0.13,773.4,56300.0,3.0,9.8,970.0,27.2,A,500–1000,33,A,264.008,A,A,996.0,A
A03909,SOLVE064,1001,1011.0,2.6,0.11,704.2,61300.0,3.0,12.0,1032.0,32.4,A,500–1000,33,A,240.23952941176466,A,A,1006.0,A
A04021,SOLVE064,1011,1021.0,2.2,0.104,1175.4,55680.0,3.0,9.8,590.0,27.6,A,1000–2000,33,A,401.1042823529412,A,A,1016.0,A
A02896,SOLVE064,1021,1031.0,1.0,0.198,1114.0,55260.0,3.0,13.651622955398544,756.0,29.4,A,1000–2000,33,A,380.4843294117647,A,A,1026.0,A
A04148,SOLVE064,1031,1041.0,1.8,0.097,906.6,60080.0,3.0,4.0,330.0,28.6,A,500–1000,33,A,309.4982588235294,A,A,1036.0,A
A02519,SOLVE064,1621,1631.0,2.4,0.244,2099.8,27600.0,15.0,36.8,3188.0,67.0,A,2000–4000,33,A,719.0035764705883,A,A,1626.0,A
A03450,SOLVE064,1631,1641.0,1.6,0.144,1002.2,29140.0,3.0,3.4,808.0,20.0,A,1000–2000,33,A,342.1753411764706,A,A,1636.0,A
A03579,SOLVE064,1641,1651.0,2.2,0.134,384.8,28320.0,3.0,27.2,722.0,40.4,A,250–500,33,A,131.3758117647059,A,A,1646.0,A
A03289,SOLVE064,1651,1661.0,2.8,0.158,1212.6,30580.0,3.0,3.4,1598.0,30.0,A,1000–2000,33,A,413.6509176470588,A,A,1656.0,A
A04406,SOLVE064,1661,1671.0,2.6,0.084,880.0,27920.0,3.0,3.0,812.0,26.2,A,500–1000,33,A,300.2134588235294,A,A,1666.0,A
A01068,SOLVE064,1671,1681.0,2.6,0.55,1256.2,31060.0,9.2,3.6,1542.0,29.4,A,1000–2000,33,A,429.964705882353,A,A,1676.0,A
A01972,SOLVE064,1681,1691.0,2.2,0.324,1256.2,32000.0,3.0,3.4,750.0,27.0,A,1000–2000,33,A,428.7127529411766,A,A,1686.0,A
A03786,SOLVE064,1691,1701.0,2.8,0.118,1028.6,48938.54116116503,3.0,3.0,780.0,29.0,A,1000–2000,33,A,350.8669176470588,A,A,1696.0,A
A03728,SOLVE064,1701,1711.0,2.4,0.122,745.6,35660.0,3.8,3.0,1242.0,30.4,A,500–1000,33,A,254.58767058823528,A,A,1706.0,A
A03180,SOLVE064,1711,1721.0,3.0,0.168,529.4,30420.0,3.0,3.0,282.0,27.0,A,500–1000,33,A,180.50927058823527,A,A,1716.0,A
A03110,SOLVE064,1721,1731.0,3.0,0.176,590.0,32980.0,4.4,3.0,422.0,22.0,A,500–1000,33,A,201.48254117647062,A,A,1726.0,A
A02630,SOLVE064,1731,1741.0,6.0,0.23,589.2,31360.0,3.0,3.4,418.0,23.6,A,500–1000,33,A,200.14682352941176,A,A,1736.0,A
A04248,SOLVE064,1741,1751.0,3.0,0.092,562.8,33420.0,3.0,3.0,424.0,23.6,A,500–1000,33,A,191.89025882352942,A,A,1746.0,A
A02868,SOLVE064,1751,1761.0,3.4,0.202,1052.4,29320.0,3.0,3.0,1636.0,24.2,A,1000–2000,33,A,358.84743529411776,A,A,1756.0,A
A03124,SOLVE064,1761,1771.0,3.4,0.174,1265.4,30880.0,3.0,3.0,1442.0,27.8,A,1000–2000,33,A,431.51275294117653,A,A,1766.0,A
A04250,SOLVE064,1771,1781.0,3.6,0.092,778.8,32500.0,3.0,3.0,1196.0,26.2,A,500–1000,33,A,265.4290823529412,A,A,1776.0,A
A03879,SOLVE064,1781,1791.0,5.2,0.112,1044.8,31340.0,3.0,3.0,2718.0,29.6,A,1000–2000,33,A,355.7716705882353,A,A,1786.0,A
A02047,SOLVE064,1791,1801.0,3.0,0.312,1007.0,35620.0,3.0,3.0,1078.0,26.4,A,1000–2000,33,A,343.4822588235294,A,A,1796.0,A
A01901,SOLVE064,1801,1811.0,11.0,0.336,1040.8,37220.0,15.4,3.0,5060.0,32.8,A,1000–2000,33,A,355.57383529411766,A,A,1806.0,A
A04290,SOLVE064,1811,1821.0,3.4,0.09,726.4,34060.0,3.0,3.0,1290.0,27.6,A,500–1000,33,A,247.60282352941175,A,A,1816.0,A
A02477,SOLVE064,1821,1831.0,2.4,0.25,795.8,33100.0,3.0,3.0,1664.0,28.0,A,500–1000,33,A,271.5694117647059,A,A,1826.0,A
A03243,SOLVE064,1831,1841.0,1.4,0.162,380.6,26420.0,3.0,3.0,736.0,20.8,A,250–500,33,A,130.1552,A,A,1836.0,A
A01358,SOLVE064,1841,1851.0,3.4,0.458,1469.0,39780.0,3.0,6.2,4852.0,34.6,A,1000–2000,33,A,501.0297411764706,A,A,1846.0,A
